leagueID,League,season,name,teamID,Games_Played,Wins,Draws,Losses,Goals_Scored,Goals_Conceded,Avg_Shots,Avg_Shots_On_Target,Avg_Fouls,Avg_Corners,Avg_Yellow_Cards,Avg_Red_Cards,Goals_Per_Game,Shots_Per_Goal
4,La Liga,2014,Real Madrid,150,38,30,2,6,118,38,18.05,7.45,10.71,6.47,2.24,0.08,3.11,0.06
4,La Liga,2014,Barcelona,148,38,30,4,4,110,21,16.45,7.18,9.71,6.13,1.74,0.08,2.89,0.07
5,Ligue 1,2014,Paris Saint Germain,161,38,24,11,3,83,36,12.66,5.76,11.58,4.5,1.66,0.08,2.18,0.07
1,Premier League,2014,Manchester City,88,38,24,7,7,83,38,17.63,6.03,11.71,7.18,2.03,0.05,2.18,0.07
3,Bundesliga,2014,Bayern Munich,117,34,25,4,5,80,18,17.21,6.91,12.18,6.53,1.09,0.06,2.35,0.09
5,Ligue 1,2014,Marseille,164,38,21,6,11,76,42,14.32,5.0,14.53,5.63,1.71,0.16,2.0,0.07
1,Premier League,2014,Chelsea,80,38,26,9,3,73,32,14.84,5.53,10.05,5.95,2.03,0.11,1.92,0.08
3,Bundesliga,2014,Wolfsburg,131,34,20,9,5,72,38,15.29,6.06,13.35,5.41,1.29,0.03,2.12,0.08
5,Ligue 1,2014,Lyon,178,38,22,9,7,72,33,13.39,5.58,15.29,4.55,1.68,0.03,1.89,0.08
2,Serie A,2014,Juventus,98,38,26,9,3,72,24,15.84,5.29,13.79,5.82,1.89,0.13,1.89,0.07
4,La Liga,2014,Sevilla,138,38,23,7,8,71,45,12.18,4.92,15.89,5.24,3.03,0.05,1.87,0.07
1,Premier League,2014,Arsenal,83,38,22,9,7,71,36,16.05,5.97,9.92,6.68,1.79,0.05,1.87,0.08
2,Serie A,2014,Lazio,96,38,21,6,11,71,38,14.5,5.58,17.84,5.47,2.74,0.24,1.87,0.08
4,La Liga,2014,Valencia,146,38,22,11,5,70,32,11.61,4.18,14.89,4.42,2.66,0.24,1.84,0.06
2,Serie A,2014,Napoli,105,38,18,9,11,70,54,16.42,6.18,13.79,6.61,2.03,0.16,1.84,0.09
4,La Liga,2014,Atletico Madrid,143,38,23,9,6,67,29,11.5,4.92,14.29,5.13,2.87,0.13,1.76,0.07
3,Bundesliga,2014,Bayer Leverkusen,119,34,17,10,7,62,37,16.29,5.68,17.91,5.94,2.24,0.12,1.82,0.09
1,Premier League,2014,Manchester United,89,38,20,10,8,62,37,13.5,4.74,11.92,5.61,1.68,0.13,1.63,0.08
2,Serie A,2014,Genoa,101,38,16,11,11,62,47,12.87,4.63,16.68,6.11,2.68,0.16,1.63,0.07
2,Serie A,2014,Fiorentina,110,38,18,10,10,61,46,16.21,5.26,14.13,6.5,2.13,0.08,1.61,0.09
2,Serie A,2014,Inter,106,38,14,13,11,59,48,16.18,4.84,14.74,6.16,2.45,0.13,1.55,0.08
1,Premier League,2014,Tottenham,82,38,19,7,12,58,53,13.87,4.5,11.61,5.89,2.08,0.11,1.53,0.08
3,Bundesliga,2014,Eintracht Frankfurt,132,34,11,10,13,56,62,12.59,5.06,16.74,4.62,2.47,0.09,1.65,0.09
2,Serie A,2014,AC Milan,111,38,13,13,12,56,50,11.84,3.92,14.24,5.16,2.16,0.34,1.47,0.07
5,Ligue 1,2014,Caen,165,38,12,10,16,54,55,12.13,4.08,11.76,5.16,1.13,0.16,1.42,0.08
1,Premier League,2014,Southampton,74,38,18,6,14,54,33,13.42,4.45,12.32,5.5,1.5,0.08,1.42,0.08
2,Serie A,2014,Roma,95,38,19,13,6,54,31,13.82,4.61,13.66,5.89,2.68,0.13,1.42,0.09
3,Bundesliga,2014,Borussia M.Gladbach,130,34,19,9,6,53,26,12.65,5.09,12.24,4.62,1.59,0.06,1.56,0.1
2,Serie A,2014,Palermo,100,38,12,13,13,53,55,12.61,3.97,15.32,5.16,2.18,0.11,1.39,0.07
1,Premier League,2014,Liverpool,87,38,18,8,12,52,48,15.53,5.05,10.13,5.21,1.74,0.08,1.37,0.1
5,Ligue 1,2014,Monaco,171,38,20,11,7,51,26,11.89,4.34,13.32,5.58,1.53,0.13,1.34,0.09
5,Ligue 1,2014,Saint-Etienne,175,38,19,12,7,51,30,11.66,3.97,14.66,5.45,1.74,0.05,1.34,0.08
3,Bundesliga,2014,Werder Bremen,123,34,11,10,13,50,65,12.24,5.0,17.29,4.47,1.97,0.06,1.47,0.1
3,Bundesliga,2014,Hoffenheim,120,34,12,8,14,49,55,14.79,4.97,17.65,4.85,1.94,0.06,1.44,0.1
2,Serie A,2014,Sassuolo,104,38,12,13,13,49,57,11.79,4.0,15.45,4.32,2.66,0.24,1.29,0.08
2,Serie A,2014,Verona,94,38,11,13,14,49,65,12.13,4.13,13.76,4.61,2.53,0.18,1.29,0.08
4,La Liga,2014,Villarreal,154,38,16,12,10,48,37,13.34,4.66,13.84,6.03,2.47,0.05,1.26,0.1
1,Premier League,2014,Everton,72,38,12,11,15,48,50,12.71,4.37,10.21,5.11,1.74,0.05,1.26,0.09
1,Premier League,2014,Stoke,85,38,15,9,14,48,45,13.21,3.58,12.79,5.05,2.16,0.03,1.26,0.07
2,Serie A,2014,Cagliari,116,38,8,10,20,48,68,13.03,4.71,15.63,5.29,2.84,0.16,1.26,0.1
2,Serie A,2014,Sampdoria,102,38,13,17,8,48,42,13.24,4.08,16.16,5.58,2.53,0.08,1.26,0.09
2,Serie A,2014,Torino,113,38,14,12,12,48,45,14.37,4.45,14.29,4.74,2.53,0.08,1.26,0.09
3,Bundesliga,2014,Borussia Dortmund,129,34,13,7,14,47,42,16.74,5.62,13.35,6.06,1.59,0.0,1.38,0.12
4,La Liga,2014,Celta Vigo,152,38,13,12,13,47,44,13.13,4.34,15.42,6.32,3.03,0.13,1.24,0.09
4,La Liga,2014,Espanyol,141,38,13,10,15,47,51,9.68,3.55,16.16,4.66,3.05,0.16,1.24,0.08
5,Ligue 1,2014,Bordeaux,176,38,17,12,9,47,44,12.84,4.21,13.24,5.0,1.61,0.13,1.24,0.09
5,Ligue 1,2014,Reims,177,38,12,8,18,47,66,11.58,3.63,14.32,4.74,2.0,0.11,1.24,0.08
1,Premier League,2014,Crystal Palace,78,38,13,9,16,47,51,11.63,3.66,13.87,5.5,1.66,0.11,1.24,0.08
4,La Liga,2014,Rayo Vallecano,145,38,15,4,19,46,68,12.95,4.53,14.58,5.21,2.79,0.16,1.21,0.1
5,Ligue 1,2014,Montpellier,166,38,16,8,14,46,39,10.24,3.63,13.63,4.58,1.34,0.03,1.21,0.08
1,Premier League,2014,Leicester,75,38,11,8,19,46,55,12.03,3.61,12.03,5.55,1.29,0.11,1.21,0.08
1,Premier League,2014,Swansea,84,38,16,8,14,46,49,11.21,3.89,10.47,3.97,1.26,0.13,1.21,0.08
2,Serie A,2014,Empoli,108,38,8,18,12,46,52,13.58,4.42,12.87,5.92,1.53,0.11,1.21,0.1
3,Bundesliga,2014,Mainz 05,125,34,9,13,12,45,47,12.91,4.29,14.56,4.35,1.56,0.06,1.32,0.1
4,La Liga,2014,Real Sociedad,140,38,11,13,14,44,51,11.29,3.5,13.47,5.32,2.32,0.03,1.16,0.08
5,Ligue 1,2014,Lorient,179,38,12,7,19,44,50,12.84,4.58,12.0,5.03,1.42,0.05,1.16,0.1
5,Ligue 1,2014,Nice,170,38,13,9,16,44,53,11.03,3.71,14.37,5.08,2.21,0.16,1.16,0.08
1,Premier League,2014,West Ham,81,38,12,11,15,44,47,12.87,4.0,11.05,6.34,1.68,0.05,1.16,0.09
3,Bundesliga,2014,Augsburg,121,34,15,4,15,43,43,13.47,4.41,16.24,4.38,1.79,0.09,1.26,0.1
5,Ligue 1,2014,Lille,160,38,16,8,14,43,42,12.18,3.92,12.16,4.34,1.66,0.11,1.13,0.09
5,Ligue 1,2014,Toulouse,174,38,12,6,20,43,64,11.34,3.39,15.21,5.08,1.61,0.13,1.13,0.08
2,Serie A,2014,Udinese,99,38,10,11,17,43,56,11.21,3.18,14.0,4.74,2.39,0.16,1.13,0.07
3,Bundesliga,2014,Schalke 04,124,34,13,9,12,42,40,12.38,4.5,15.21,4.12,1.91,0.12,1.24,0.11
3,Bundesliga,2014,VfB Stuttgart,133,34,9,9,16,42,60,12.09,4.06,14.82,5.44,1.74,0.15,1.24,0.1
4,La Liga,2014,Athletic Club,147,38,15,10,13,42,41,11.66,3.79,13.92,5.5,2.53,0.11,1.11,0.09
4,La Liga,2014,Malaga,137,38,14,8,16,42,48,12.13,4.29,14.68,5.29,2.66,0.21,1.11,0.1
1,Premier League,2014,Queens Park Rangers,202,38,8,6,24,42,73,14.08,3.95,11.76,4.71,1.97,0.08,1.11,0.09
5,Ligue 1,2014,Evian Thonon Gaillard,209,38,11,4,23,41,62,8.76,2.76,14.03,4.0,1.74,0.11,1.08,0.07
5,Ligue 1,2014,Guingamp,169,38,15,4,19,41,55,9.45,3.66,12.53,3.92,1.53,0.18,1.08,0.09
3,Bundesliga,2014,Hannover 96,128,34,9,10,15,40,56,11.26,4.24,16.71,5.32,2.12,0.15,1.18,0.11
1,Premier League,2014,Newcastle United,86,38,10,9,19,40,63,12.32,3.76,11.39,5.84,1.74,0.18,1.05,0.09
1,Premier League,2014,West Bromwich Albion,76,38,11,11,16,38,51,10.82,3.47,11.13,4.5,1.68,0.08,1.0,0.09
2,Serie A,2014,Atalanta,107,38,7,16,15,38,57,12.13,3.45,16.55,5.08,2.71,0.24,1.0,0.09
5,Ligue 1,2014,SC Bastia,162,38,12,11,15,37,46,8.39,3.13,14.92,3.47,2.0,0.13,0.97,0.08
3,Bundesliga,2014,Freiburg,135,34,7,13,14,36,47,11.35,4.56,14.47,4.53,1.85,0.12,1.06,0.13
3,Bundesliga,2014,Hertha Berlin,122,34,9,8,17,36,52,8.79,3.18,17.32,3.85,2.12,0.12,1.06,0.09
2,Serie A,2014,Cesena,203,38,4,12,22,36,73,9.47,3.03,16.61,3.47,2.68,0.11,0.95,0.08
4,La Liga,2014,Almeria,208,38,8,8,22,35,64,10.37,3.13,14.79,5.03,2.76,0.29,0.92,0.09
4,La Liga,2014,Deportivo La Coruna,139,38,7,14,17,35,60,10.5,3.45,14.79,4.47,2.71,0.11,0.92,0.1
4,La Liga,2014,Elche,207,38,11,8,19,35,62,10.71,3.34,15.37,4.39,2.68,0.16,0.92,0.1
5,Ligue 1,2014,Rennes,163,38,13,11,14,35,42,9.61,3.39,12.68,3.89,1.45,0.03,0.92,0.1
3,Bundesliga,2014,FC Cologne,134,34,9,13,12,34,40,10.79,3.74,12.38,4.18,1.41,0.06,1.0,0.11
4,La Liga,2014,Eibar,156,38,9,8,21,34,55,9.32,3.18,14.97,4.05,2.71,0.13,0.89,0.09
4,La Liga,2014,Levante,151,38,9,10,19,34,67,10.63,2.71,14.66,4.71,2.82,0.08,0.89,0.08
4,La Liga,2014,Getafe,142,38,10,7,21,33,64,11.08,3.82,14.24,4.79,2.45,0.11,0.87,0.12
1,Premier League,2014,Hull,91,38,8,11,19,33,51,11.29,3.45,11.87,4.45,1.87,0.16,0.87,0.1
2,Serie A,2014,Parma Calcio 1913,230,38,6,8,24,33,75,11.0,2.89,17.34,4.0,2.58,0.21,0.87,0.09
5,Ligue 1,2014,Lens,210,38,7,8,23,32,61,10.55,3.32,14.53,4.11,1.84,0.13,0.84,0.1
3,Bundesliga,2014,Paderborn,205,34,7,10,17,31,65,13.41,4.09,14.24,5.18,1.5,0.09,0.91,0.13
5,Ligue 1,2014,Metz,180,38,7,9,22,31,61,11.84,4.0,15.66,4.05,1.87,0.08,0.82,0.13
1,Premier League,2014,Aston Villa,71,38,10,8,20,31,57,10.97,3.29,10.53,4.5,1.84,0.18,0.82,0.11
1,Premier League,2014,Sunderland,77,38,7,17,14,31,53,10.74,3.42,11.45,4.87,2.47,0.05,0.82,0.11
4,La Liga,2014,Granada,155,38,7,14,17,29,64,10.55,3.34,15.05,5.16,2.92,0.13,0.76,0.12
5,Ligue 1,2014,Nantes,168,38,11,12,15,29,40,11.16,3.58,14.92,4.45,1.84,0.08,0.76,0.12
1,Premier League,2014,Burnley,92,38,7,12,19,28,53,11.32,3.29,10.68,4.47,1.68,0.05,0.74,0.12
2,Serie A,2014,Chievo,109,38,10,13,15,28,41,12.05,3.63,16.47,4.34,2.16,0.08,0.74,0.13
3,Bundesliga,2014,Hamburger SV,118,34,9,8,17,25,50,10.82,3.32,18.18,3.65,2.44,0.15,0.74,0.13
4,La Liga,2014,Cordoba,206,38,3,11,24,22,68,10.24,3.08,13.0,4.08,2.45,0.24,0.58,0.14
4,La Liga,2015,Barcelona,148,38,29,4,5,112,29,15.92,7.0,10.05,5.84,1.74,0.03,2.95,0.06
4,La Liga,2015,Real Madrid,150,38,28,6,4,110,34,18.71,7.61,11.11,6.76,1.79,0.13,2.89,0.07
5,Ligue 1,2015,Paris Saint Germain,161,38,30,6,2,102,19,14.87,6.63,10.39,5.37,1.18,0.03,2.68,0.07
2,Serie A,2015,Roma,95,38,23,11,4,83,41,15.32,5.66,14.0,6.21,2.08,0.13,2.18,0.07
3,Bundesliga,2015,Borussia Dortmund,129,34,24,6,4,82,34,15.59,6.26,11.5,5.62,1.15,0.0,2.41,0.08
3,Bundesliga,2015,Bayern Munich,117,34,28,4,2,80,17,18.44,7.74,11.18,6.71,1.29,0.03,2.35,0.1
2,Serie A,2015,Napoli,105,38,25,7,6,80,32,17.26,6.39,11.61,5.89,1.79,0.05,2.11,0.08
2,Serie A,2015,Juventus,98,38,29,4,5,75,20,15.76,5.66,15.03,5.58,2.37,0.16,1.97,0.08
1,Premier League,2015,Manchester City,88,38,19,9,10,71,41,16.18,5.53,10.76,6.76,1.61,0.0,1.87,0.08
1,Premier League,2015,Tottenham,82,38,19,13,6,69,35,17.32,6.58,11.89,6.68,1.89,0.0,1.82,0.1
1,Premier League,2015,Leicester,75,38,23,12,3,68,36,13.74,4.71,10.66,5.18,1.26,0.08,1.79,0.07
3,Bundesliga,2015,Borussia M.Gladbach,130,34,17,4,13,67,50,13.44,5.65,13.56,4.29,1.32,0.09,1.97,0.08
5,Ligue 1,2015,Lyon,178,38,19,8,11,67,43,14.71,5.37,13.45,4.76,1.71,0.08,1.76,0.08
1,Premier League,2015,Arsenal,83,38,20,11,7,65,36,15.05,5.55,9.21,5.97,1.03,0.11,1.71,0.09
1,Premier League,2015,West Ham,81,38,16,14,8,65,51,14.68,4.89,10.03,5.89,1.47,0.13,1.71,0.08
4,La Liga,2015,Atletico Madrid,143,38,28,4,6,63,18,12.53,4.37,13.29,5.45,2.32,0.08,1.66,0.07
1,Premier League,2015,Liverpool,87,38,16,12,10,63,50,16.55,5.32,11.11,6.97,1.61,0.08,1.66,0.08
2,Serie A,2015,Fiorentina,110,38,18,10,10,60,42,15.13,4.76,14.11,5.47,2.45,0.08,1.58,0.08
1,Premier League,2015,Chelsea,80,38,12,14,12,59,53,13.84,4.55,10.74,6.32,1.53,0.16,1.55,0.08
1,Premier League,2015,Everton,72,38,11,14,13,59,55,12.92,4.61,8.29,5.74,1.16,0.13,1.55,0.08
1,Premier League,2015,Southampton,74,38,18,9,11,59,41,13.66,4.39,10.95,5.89,1.5,0.16,1.55,0.07
4,La Liga,2015,Athletic Club,147,38,18,8,12,58,45,12.0,4.29,13.18,5.45,2.18,0.16,1.53,0.07
5,Ligue 1,2015,Nice,170,38,18,9,11,58,41,10.21,4.18,11.87,4.45,1.74,0.16,1.53,0.07
5,Ligue 1,2015,Monaco,171,38,17,14,7,57,50,11.16,4.45,14.34,5.39,2.21,0.11,1.5,0.08
3,Bundesliga,2015,Bayer Leverkusen,119,34,18,6,10,56,40,14.32,5.47,15.44,6.38,1.91,0.12,1.65,0.1
4,La Liga,2015,Rayo Vallecano,145,38,9,11,18,52,73,13.21,4.71,14.37,5.97,2.84,0.26,1.37,0.09
5,Ligue 1,2015,Rennes,163,38,13,13,12,52,54,10.97,4.0,12.18,4.66,1.76,0.08,1.37,0.08
2,Serie A,2015,Lazio,96,38,15,9,14,52,52,13.58,3.89,15.63,6.39,2.47,0.26,1.37,0.07
2,Serie A,2015,Torino,113,38,12,9,17,52,55,12.37,4.61,17.26,4.76,2.5,0.08,1.37,0.09
3,Bundesliga,2015,Schalke 04,124,34,15,7,12,51,49,14.32,4.79,14.88,5.0,1.88,0.03,1.5,0.09
4,La Liga,2015,Celta Vigo,152,38,17,9,12,51,59,11.66,4.08,13.92,5.16,2.87,0.18,1.34,0.08
4,La Liga,2015,Sevilla,138,38,14,10,14,51,50,12.08,4.74,14.66,6.66,2.5,0.21,1.34,0.09
3,Bundesliga,2015,VfB Stuttgart,133,34,9,6,19,50,75,14.65,5.53,14.88,6.59,1.88,0.15,1.47,0.11
3,Bundesliga,2015,Werder Bremen,123,34,10,8,16,50,65,13.44,4.47,15.29,4.35,2.26,0.06,1.47,0.09
5,Ligue 1,2015,Bordeaux,176,38,12,14,12,50,57,11.55,3.76,12.92,5.0,2.11,0.18,1.32,0.08
2,Serie A,2015,Inter,106,38,20,7,11,50,38,13.58,4.39,13.26,6.45,2.37,0.32,1.32,0.09
4,La Liga,2015,Eibar,156,38,11,10,17,49,61,11.03,4.03,15.61,4.55,2.71,0.11,1.29,0.08
5,Ligue 1,2015,Montpellier,166,38,14,7,17,49,47,10.39,3.82,12.53,4.89,1.68,0.05,1.29,0.08
1,Premier League,2015,Manchester United,89,38,19,9,10,49,35,11.32,3.79,12.42,6.0,1.71,0.03,1.29,0.08
2,Serie A,2015,AC Milan,111,38,15,12,11,49,43,14.42,4.55,15.39,6.05,2.42,0.08,1.29,0.09
2,Serie A,2015,Sassuolo,104,38,16,13,9,49,40,12.82,4.0,15.03,5.32,2.37,0.18,1.29,0.08
5,Ligue 1,2015,Marseille,164,38,10,18,10,48,42,12.55,4.82,13.45,5.89,1.87,0.24,1.26,0.1
1,Premier League,2015,Sunderland,77,38,9,12,17,48,62,11.55,3.74,10.42,4.21,1.63,0.05,1.26,0.08
2,Serie A,2015,Sampdoria,102,38,10,10,18,48,61,11.37,4.05,14.5,4.53,2.68,0.18,1.26,0.08
3,Bundesliga,2015,Wolfsburg,131,34,12,9,13,47,49,14.47,5.71,13.44,4.94,1.62,0.09,1.38,0.12
5,Ligue 1,2015,Guingamp,169,38,11,11,16,47,56,10.5,3.55,13.37,4.63,1.97,0.16,1.24,0.08
5,Ligue 1,2015,Lorient,179,38,11,13,14,47,58,10.92,4.03,12.18,4.47,1.66,0.18,1.24,0.09
3,Bundesliga,2015,Mainz 05,125,34,14,8,12,46,42,11.26,4.38,15.53,4.26,1.56,0.03,1.35,0.1
4,La Liga,2015,Granada,155,38,10,9,19,46,69,11.34,3.45,15.39,3.89,3.5,0.18,1.21,0.08
4,La Liga,2015,Valencia,146,38,11,11,16,46,48,10.5,3.61,14.89,4.87,2.66,0.18,1.21,0.08
4,La Liga,2015,Deportivo La Coruna,139,38,8,18,12,45,61,11.97,4.13,10.55,5.03,2.11,0.11,1.18,0.09
4,La Liga,2015,Las Palmas,144,38,12,8,18,45,53,11.03,4.29,12.26,3.95,2.5,0.11,1.18,0.1
4,La Liga,2015,Real Sociedad,140,38,13,9,16,45,48,11.97,4.13,12.21,5.24,2.74,0.13,1.18,0.09
5,Ligue 1,2015,Toulouse,174,38,9,13,16,45,55,11.29,4.16,14.03,4.5,1.87,0.26,1.18,0.09
1,Premier League,2015,Bournemouth,73,38,11,9,18,45,67,12.21,3.74,9.53,5.82,1.37,0.03,1.18,0.08
2,Serie A,2015,Genoa,101,38,13,7,18,45,48,12.34,3.92,16.63,5.18,2.16,0.24,1.18,0.09
4,La Liga,2015,Villarreal,154,38,18,10,10,44,35,8.97,3.5,13.66,4.58,2.53,0.11,1.16,0.08
5,Ligue 1,2015,Reims,177,38,10,9,19,44,57,11.47,4.18,13.63,4.63,2.11,0.16,1.16,0.1
1,Premier League,2015,Newcastle United,86,38,9,10,19,44,65,10.45,3.97,10.89,4.16,1.53,0.13,1.16,0.09
2,Serie A,2015,Chievo,109,38,13,11,14,43,45,11.18,3.39,16.63,4.11,2.74,0.11,1.13,0.08
3,Bundesliga,2015,Augsburg,121,34,9,11,14,42,52,13.0,4.35,15.65,3.76,2.38,0.06,1.24,0.1
3,Bundesliga,2015,Hertha Berlin,122,34,14,8,12,42,42,9.74,3.74,14.15,4.21,1.94,0.09,1.24,0.09
5,Ligue 1,2015,Saint-Etienne,175,38,17,7,14,42,37,11.47,3.58,15.47,5.5,1.87,0.13,1.11,0.09
1,Premier League,2015,Swansea,84,38,12,11,15,42,52,11.61,3.58,10.32,4.29,1.63,0.03,1.11,0.09
1,Premier League,2015,Stoke,85,38,14,9,15,41,55,11.0,3.37,11.03,4.03,1.34,0.11,1.08,0.08
2,Serie A,2015,Atalanta,107,38,11,12,15,41,47,11.95,3.61,16.74,5.0,2.5,0.37,1.08,0.09
3,Bundesliga,2015,Hamburger SV,118,34,11,8,15,40,46,11.0,3.94,16.94,3.82,2.15,0.09,1.18,0.1
4,La Liga,2015,Espanyol,141,38,12,7,19,40,74,10.32,3.87,17.18,4.71,3.16,0.13,1.05,0.1
4,La Liga,2015,Sporting Gijon,149,38,10,9,19,40,62,9.79,3.18,13.79,4.39,2.58,0.16,1.05,0.08
5,Ligue 1,2015,Angers,167,38,13,11,14,40,38,10.45,3.39,13.71,3.53,1.84,0.16,1.05,0.08
1,Premier League,2015,Watford,90,38,12,9,17,40,50,11.74,3.68,12.11,4.37,1.95,0.08,1.05,0.09
2,Serie A,2015,Empoli,108,38,12,10,16,40,49,12.63,3.87,13.34,4.45,2.42,0.16,1.05,0.1
3,Bundesliga,2015,Hoffenheim,120,34,9,10,15,39,54,11.35,3.94,13.79,4.03,1.65,0.09,1.15,0.1
5,Ligue 1,2015,Caen,165,38,16,6,16,39,52,12.39,4.63,12.18,5.18,1.37,0.16,1.03,0.12
5,Ligue 1,2015,Lille,160,38,15,15,8,39,27,12.55,4.08,15.13,5.21,2.18,0.16,1.03,0.1
1,Premier League,2015,Crystal Palace,78,38,11,9,18,39,51,12.34,4.0,12.24,5.76,1.58,0.03,1.03,0.1
1,Premier League,2015,Norwich,79,38,9,7,22,39,67,11.0,3.39,10.97,4.95,1.61,0.08,1.03,0.09
3,Bundesliga,2015,Darmstadt,127,34,9,11,14,38,53,10.21,3.38,16.38,3.44,2.53,0.03,1.12,0.09
3,Bundesliga,2015,FC Cologne,134,34,10,13,11,38,42,12.24,4.82,12.82,4.76,1.62,0.06,1.12,0.13
4,La Liga,2015,Malaga,137,38,12,12,14,38,35,11.89,4.39,14.53,5.08,2.71,0.13,1.0,0.12
2,Serie A,2015,Palermo,100,38,10,9,19,38,65,10.82,3.24,16.34,4.32,2.53,0.16,1.0,0.09
4,La Liga,2015,Getafe,142,38,9,9,20,37,67,11.5,3.89,13.97,4.82,3.21,0.16,0.97,0.11
4,La Liga,2015,Levante,151,38,8,8,22,37,70,11.37,3.74,14.42,4.34,3.32,0.18,0.97,0.1
5,Ligue 1,2015,GFC Ajaccio,173,38,8,13,17,37,58,11.61,3.18,15.18,4.03,2.34,0.16,0.97,0.09
2,Serie A,2015,Carpi,103,38,9,11,18,37,57,11.32,3.53,16.68,4.68,2.76,0.16,0.97,0.1
5,Ligue 1,2015,SC Bastia,162,38,14,8,16,36,42,8.74,2.89,13.95,3.45,2.16,0.26,0.95,0.08
2,Serie A,2015,Frosinone,112,38,8,7,23,35,76,12.84,3.32,16.45,4.47,2.84,0.13,0.92,0.09
2,Serie A,2015,Udinese,99,38,10,9,19,35,60,11.68,3.84,15.13,5.05,2.58,0.18,0.92,0.11
3,Bundesliga,2015,Eintracht Frankfurt,132,34,9,9,16,34,52,10.74,3.94,15.21,4.74,2.74,0.09,1.0,0.12
4,La Liga,2015,Real Betis,153,38,11,12,15,34,52,10.45,3.32,12.92,4.32,2.74,0.13,0.89,0.1
1,Premier League,2015,West Bromwich Albion,76,38,10,13,15,34,48,10.24,2.79,10.32,4.95,1.66,0.08,0.89,0.08
2,Serie A,2015,Verona,94,38,5,13,20,34,63,11.95,3.76,16.11,5.5,2.32,0.18,0.89,0.11
3,Bundesliga,2015,Ingolstadt,126,34,10,10,14,33,42,12.53,3.82,15.47,4.21,2.32,0.06,0.97,0.12
5,Ligue 1,2015,Nantes,168,38,12,12,14,33,44,11.32,3.5,15.74,4.68,2.08,0.13,0.87,0.11
2,Serie A,2015,Bologna,97,38,11,9,18,33,45,10.13,2.97,14.08,4.84,2.32,0.18,0.87,0.09
3,Bundesliga,2015,Hannover 96,128,34,7,4,23,31,62,11.21,3.68,15.29,4.44,1.94,0.0,0.91,0.12
5,Ligue 1,2015,Troyes,172,38,3,9,26,28,83,11.76,4.0,11.42,5.42,1.87,0.24,0.74,0.14
1,Premier League,2015,Aston Villa,71,38,3,8,27,27,76,10.0,2.89,11.34,4.39,1.97,0.08,0.71,0.11
4,La Liga,2016,Barcelona,148,38,28,6,4,116,37,17.08,7.11,11.08,6.34,1.92,0.03,3.05,0.06
5,Ligue 1,2016,Monaco,171,38,30,5,3,107,31,14.61,6.42,12.29,6.08,1.34,0.08,2.82,0.06
4,La Liga,2016,Real Madrid,150,38,29,6,3,106,41,17.45,6.97,11.18,5.87,1.89,0.05,2.79,0.07
2,Serie A,2016,Napoli,105,38,26,8,4,94,39,17.68,6.87,9.89,7.0,1.53,0.05,2.47,0.07
2,Serie A,2016,Roma,95,38,28,3,7,90,38,17.79,6.18,12.16,6.82,1.68,0.03,2.37,0.07
3,Bundesliga,2016,Bayern Munich,117,34,25,7,2,89,22,18.29,6.76,10.59,7.15,1.38,0.0,2.62,0.08
1,Premier League,2016,Tottenham,82,38,26,8,4,86,26,17.61,6.76,11.37,7.18,1.63,0.0,2.26,0.08
1,Premier League,2016,Chelsea,80,38,30,3,5,85,33,15.26,5.37,10.37,5.74,1.89,0.0,2.24,0.06
5,Ligue 1,2016,Paris Saint Germain,161,38,27,6,5,83,27,15.37,5.89,10.61,7.0,1.32,0.08,2.18,0.07
1,Premier League,2016,Manchester City,88,38,23,9,6,80,39,16.66,5.68,10.39,7.37,1.87,0.11,2.11,0.07
1,Premier League,2016,Liverpool,87,38,22,10,6,78,42,16.79,6.21,10.45,6.55,1.42,0.0,2.05,0.08
5,Ligue 1,2016,Lyon,178,37,20,4,13,77,48,15.49,5.62,13.54,6.73,1.65,0.14,2.08,0.07
1,Premier League,2016,Arsenal,83,38,23,6,9,77,44,14.89,5.29,10.45,5.97,1.76,0.08,2.03,0.07
2,Serie A,2016,Juventus,98,38,29,4,5,77,27,15.34,5.79,12.45,5.84,1.84,0.0,2.03,0.08
2,Serie A,2016,Lazio,96,38,21,7,10,74,51,15.53,5.55,14.29,6.24,2.37,0.11,1.95,0.08
3,Bundesliga,2016,Borussia Dortmund,129,34,18,10,6,72,40,15.62,5.97,12.15,6.12,1.62,0.06,2.12,0.08
2,Serie A,2016,Inter,106,38,19,5,14,72,49,16.74,5.53,14.21,8.05,1.95,0.13,1.89,0.08
2,Serie A,2016,Torino,113,38,13,14,11,71,66,15.13,4.82,15.45,5.79,2.11,0.11,1.87,0.07
4,La Liga,2016,Atletico Madrid,143,38,23,9,6,70,27,13.26,5.21,13.11,5.34,2.11,0.08,1.84,0.07
4,La Liga,2016,Sevilla,138,38,21,9,8,69,49,12.82,5.21,15.29,5.11,2.76,0.11,1.82,0.08
3,Bundesliga,2016,RasenBallsport Leipzig,136,34,20,7,7,66,39,12.97,5.09,15.38,5.32,1.94,0.06,1.94,0.08
3,Bundesliga,2016,Hoffenheim,120,34,16,14,4,64,37,14.56,5.32,15.12,4.24,1.85,0.03,1.88,0.08
5,Ligue 1,2016,Nice,170,38,22,12,4,63,36,11.47,4.5,11.21,3.0,1.5,0.11,1.66,0.07
